cityId,cityName,regionId
4E10A827-7B5F-42D1-A710-931D675B6FED,San Andres,789F290B-08F4-4249-8AF1-5693A9B0947E
EFA98AAC-D6AD-45D6-A686-85030265E287,Santa Anita,789F290B-08F4-4249-8AF1-5693A9B0947E
59588207-7BB5-4868-ADDB-451BCB150671,Santa Fe,789F290B-08F4-4249-8AF1-5693A9B0947E
A6468FFC-1113-486C-BDB6-D6E28FE5C3F8,Tixapan,789F290B-08F4-4249-8AF1-5693A9B0947E
3B3AE607-82E6-438C-A64A-6A0872B6A488,Orizaba,4F884CD7-F84F-497A-B4CB-8110DC023AEB
1441FAB0-F450-4A1B-B028-ED90043F9914,Acapulco,ADF04A0A-8BCA-4866-BB94-851EA3BC4E4F
43C73208-8BF7-4AF1-B40A-961B7C1B563D,Altadena,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
7306C9D8-C2A8-4DF9-AF95-A756E2A7EBEC,Arcadia,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
5FAAEE8E-4DE4-4F81-8BA6-9746BD1CD064,Bellflower,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
274F6A2B-56A8-41B7-B013-45096D4D2C66,Berkeley,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
90098748-799A-454A-94D4-A9721D50D0B6,Beverly Hills,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
DC2CBD29-30BE-4515-9A98-AE764C91F367,Burbank,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
ABF23A36-D51E-4496-9795-46D904B087EB,Burlingame,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
F2E90AC6-FEE2-4C27-8796-F1B11B0D8F36,Chula Vista,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
7B556262-D27A-47A3-BFD7-1003CA80F60C,Colma,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
25DD77F1-AEAD-4971-8376-4F59BF23AA9E,Concord,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
6D483937-D638-4B51-AFC5-FAAA37DF958F,Coronado,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
0096B649-793E-4DF2-8512-DEE81AAF6F46,Daly City,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
6BBC4726-ADEC-4232-931A-7FD8FDE06EC9,Downey,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
47276D1B-98E9-43CE-AC65-C1FFED495746,El Cajon,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
17B1C9F8-C51A-4FFF-95CE-744B28EF02CD,Fremont,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
F73E5EDC-7BB0-4431-A568-6CB4E6B42514,Glendale,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
5584C4E6-A774-4000-89E5-366DBD661D2E,Grossmont,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
B789B8CE-E583-4283-8361-A82777842BD8,Imperial Beach,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
588098F6-F2AA-449A-9238-981826AD0C48,La Jolla,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
99CAE0B5-E284-47AA-BBE9-2D61C4EFB41E,La Mesa,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
F5E3AD13-2726-41E6-8045-8631913D4242,Lakewood,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
F77474D7-B33F-44F5-A6D7-AA259E68B21D,Lemon Grove,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
79EC8696-D98E-4FB5-A282-F7D539BB35E4,Lincoln Acres,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
B6C8B706-367E-4D55-9600-F26154D11BC6,Long Beach,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
D30DDCDC-4AEE-4C64-BF99-BDACDBF099A9,Los Angeles,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
E97668DB-50F7-4253-A4E3-B2F3E272E6C7,Mill Valley,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
A15EC7CC-33D8-4543-9A0D-3D1878100AA5,National City,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
2A7C18DE-8F79-4646-A335-A30C6EC40B6F,Newport Beach,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
47C41420-55CC-4490-BDC4-4D13F4C24409,Novato,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
CA28ECCE-DCC8-42A1-A838-8D9D138BF3D3,Oakland,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
B0874FA1-1E15-4A76-B1C3-8E80B337A1F1,Palo Alto,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
971932DB-E8E5-48D2-A76E-8BBDA27877BB,Pomona,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
E6BD3909-0CB7-4E23-B12A-BED5C57707C8,Redwood City,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
84F1852F-C014-445C-99A7-E22BD309000A,Richmond,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
2DB154F0-136B-4A1E-92CB-461E0583F24F,San Carlos,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
0EE929B2-9340-47CD-BCEB-882670A24077,San Diego,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
21FC4D6C-6799-4FA8-83D3-ADD80E4CC3C3,San Francisco,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
581701C3-F31F-4B03-B69E-7A9B84D3DE43,San Gabriel,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
CDC832F1-E821-44F1-A172-FAC4CD97E228,San Jose,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
CBC59429-3F1B-430C-830F-0DD0A50A41B4,Santa Cruz,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
2414EDF2-E4B8-41BF-9DC5-AE9A20128F11,Santa Monica,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
AEC83B9A-5D7A-4212-909E-5235040C4F3E,Spring Valley,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
0409524F-C28D-4502-BAD6-18577F8D0C09,Torrance,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
AE91F36E-2C4B-4951-9AC6-CC93283492A3,West Covina,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
CC3EE06F-9237-441A-A95D-1D12A9E4A5DE,Woodland Hills,3C7C5673-1FA5-43D4-9C46-ACC33EFA76F9
FF124728-3E7F-4F2D-9505-2D90ED2135AD,Guadalajara,8B5E2B73-0A9A-4CC8-9324-BFE6222A5E77
6BE6599B-6943-4541-9938-277E62337D13,Anacortes,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
50842605-4312-41F3-A33A-A93EFB5A3362,Ballard,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
C32C438A-9DB3-4781-923B-70B6F42A1CD9,Bellingham,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
6604BFCE-EC03-4EEE-8FF0-89AE3AF06127,Bremerton,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
20A27086-6FC0-4B36-A39B-2904062BCF16,Burien,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
B7AC3927-4E65-4305-BD08-6FF3F351688F,Edmonds,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
97235A78-8826-40FA-A7C4-09386E0E319B,Everett,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
3EBD17C6-B99E-4564-B900-64FF6CEC4B1D,Issaquah,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
CA4D610F-BCA9-47F6-9459-364794283266,Kirkland,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
E0E6C82E-EC6A-4DB4-B1F2-1B824B14F5F4,Lynnwood,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
80B3DEF5-BCD4-4BF9-A94C-22DA3F4B8335,Marysville,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
9FD2A492-A242-4A7D-980C-993673A7EE41,Olympia,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
B0212869-603E-4AD8-A27E-AE164098E072,Port Orchard,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
087CD120-4A01-48DE-8FDF-3F9951B963A5,Puyallup,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
372EC047-1B5C-4BBD-BB5B-3E8C45B3F208,Redmond,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
D9A628E9-FEB3-4CE4-9C46-8E57646FEBD7,Renton,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
0200928F-8772-42DD-AC3F-EDDBBE987D5F,Seattle,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
123EF40A-15A9-4AE1-A33B-92F42D207488,Sedro Woolley,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
8FBEF9F6-88C3-49A3-B2DD-8C2F2E87D8A7,Spokane,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
D8BCE44F-C2B9-4501-A4BB-54D6B2E60BFA,Tacoma,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
2E8E5196-AA3A-40F5-A120-ED1A7E718087,Walla Walla,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
95766FB9-F1FA-4325-8D5F-40A29DD5150B,Yakima,BA41C9A2-E60C-429C-B7EB-D2AECE642ACC
F3286D92-1B02-4E05-AC27-DD56E8F7BD9A,La Cruz,E689003A-4666-4125-9C8B-F0E638E9D5FE
